CMDLINE python ./build_from.py ../fr-notices/annual/CFR-2012-title12-vol8-part1010.xml 12 2011-31713 15 1702
MEM 0.023438 1431018324.0203
MEM 6.035156 1431018324.1207
MEM 9.953125 1431018324.2256
MEM 10.148438 1431018324.3297
MEM 11.179688 1431018324.4344
MEM 11.906250 1431018324.5384
MEM 12.042969 1431018324.6429
MEM 12.175781 1431018324.7474
MEM 12.339844 1431018324.8519
MEM 12.500000 1431018324.9564
MEM 12.648438 1431018325.0609
MEM 12.777344 1431018325.1654
MEM 12.937500 1431018325.2698
MEM 13.070312 1431018325.3743
MEM 13.238281 1431018325.4789
MEM 13.335938 1431018325.5837
MEM 13.472656 1431018325.6885
MEM 13.835938 1431018325.7921
MEM 14.105469 1431018325.8965
MEM 14.195312 1431018326.0016
MEM 14.312500 1431018326.1056
MEM 14.351562 1431018326.2101
MEM 14.515625 1431018326.3146
MEM 14.625000 1431018326.4190
MEM 14.828125 1431018326.5239
MEM 14.949219 1431018326.6279
MEM 15.207031 1431018326.7324
MEM 15.390625 1431018326.8369
MEM 15.437500 1431018326.9414
MEM 15.792969 1431018327.0459
MEM 15.828125 1431018327.1505
MEM 15.988281 1431018327.2549
MEM 16.089844 1431018327.3594
MEM 16.273438 1431018327.4617
MEM 16.371094 1431018327.5652
MEM 16.628906 1431018327.6696
MEM 16.851562 1431018327.7738
MEM 16.933594 1431018327.8757
MEM 17.066406 1431018327.9792
MEM 17.160156 1431018328.0830
MEM 17.210938 1431018328.1853
MEM 17.300781 1431018328.2905
MEM 21.023438 1431018328.3949
MEM 22.957031 1431018328.4975
MEM 23.136719 1431018328.6000
MEM 23.246094 1431018328.7045
MEM 23.796875 1431018328.8049
MEM 24.812500 1431018328.9080
MEM 24.910156 1431018329.0099
MEM 25.417969 1431018329.1128
MEM 28.691406 1431018329.2177
MEM 29.019531 1431018329.3209
MEM 29.238281 1431018329.4254
MEM 29.257812 1431018329.5300
MEM 29.277344 1431018329.6346
MEM 29.285156 1431018329.7389
MEM 29.300781 1431018329.8433
MEM 29.441406 1431018329.9478
MEM 29.453125 1431018330.0523
MEM 29.468750 1431018330.1572
MEM 29.496094 1431018330.2591
MEM 29.500000 1431018330.3642
MEM 29.664062 1431018330.4667
MEM 29.667969 1431018330.5698
